Epoch:0   Accuracy:49.06
Epoch:226   Accuracy:94.81
Epoch:227   Accuracy:94.69
Epoch:228   Accuracy:94.78
Epoch:229   Accuracy:94.92
Epoch:230   Accuracy:94.90
Epoch:231   Accuracy:94.84
Epoch:232   Accuracy:95.14
Epoch:233   Accuracy:94.78
Epoch:234   Accuracy:95.06
Epoch:235   Accuracy:94.59
Epoch:236   Accuracy:94.86
Epoch:237   Accuracy:94.82
Epoch:238   Accuracy:94.85
Epoch:239   Accuracy:94.72
Epoch:240   Accuracy:94.62
Epoch:241   Accuracy:94.75
Epoch:242   Accuracy:94.94
Epoch:243   Accuracy:94.95
Epoch:244   Accuracy:94.83
Epoch:245   Accuracy:94.82
Epoch:246   Accuracy:94.91
Epoch:247   Accuracy:94.95
Epoch:248   Accuracy:94.95
Epoch:249   Accuracy:94.85
Epoch:250   Accuracy:94.92
Epoch:251   Accuracy:94.92
Epoch:252   Accuracy:94.71
Epoch:253   Accuracy:94.95
Epoch:254   Accuracy:94.96
Epoch:255   Accuracy:94.99
Epoch:256   Accuracy:94.70
Epoch:257   Accuracy:95.04
Epoch:258   Accuracy:94.80
Epoch:259   Accuracy:94.75
Epoch:260   Accuracy:94.91
Epoch:261   Accuracy:94.81
Epoch:262   Accuracy:94.99
Epoch:263   Accuracy:95.12
Epoch:264   Accuracy:94.63
Epoch:265   Accuracy:94.97
Epoch:266   Accuracy:95.05
Epoch:267   Accuracy:94.80
Epoch:268   Accuracy:94.78
Epoch:269   Accuracy:95.00
Epoch:270   Accuracy:94.95
Epoch:271   Accuracy:94.91
Epoch:272   Accuracy:95.00
Epoch:273   Accuracy:94.84
Epoch:274   Accuracy:95.00
Epoch:275   Accuracy:94.80
Epoch:276   Accuracy:94.92
Epoch:277   Accuracy:94.89
Epoch:278   Accuracy:94.98
Epoch:279   Accuracy:94.81
Epoch:280   Accuracy:94.82
Epoch:281   Accuracy:94.77
Epoch:282   Accuracy:94.85
Epoch:283   Accuracy:94.81
Epoch:284   Accuracy:94.81
Epoch:285   Accuracy:94.79
Epoch:286   Accuracy:94.71
Epoch:287   Accuracy:94.83
Epoch:288   Accuracy:94.81
Epoch:289   Accuracy:95.05
Epoch:290   Accuracy:94.81
Epoch:291   Accuracy:94.91
Epoch:292   Accuracy:94.86
Epoch:293   Accuracy:94.90
Epoch:294   Accuracy:94.82
Epoch:295   Accuracy:94.80
Epoch:296   Accuracy:94.86
Epoch:297   Accuracy:94.94
Epoch:298   Accuracy:94.81
Epoch:299   Accuracy:94.65
Epoch:300   Accuracy:94.72
Total runtime of the program is: 11:50:22
